vert,x,y,z,X_up,X_down,y_up,y_down,z_up,z_down
62171,21,43,24,3,9,6,3,2,5
62172,22,43,24,0,1,10,0,0,10
62173,23,43,24,2,9,7,0,9,9
62174,24,43,24,3,10,4,0,9,6
62175,25,43,24,5,1,0,6,9,9
62176,26,43,24,0,2,9,5,8,3
62177,27,43,24,7,9,7,8,9,0
62178,28,43,24,6,10,4,9,9,4
62179,29,43,24,6,2,8,4,9,2
62180,30,43,24,10,4,9,6,8,1
62181,31,43,24,4,2,3,2,8,3
62182,32,43,24,6,10,0,0,9,9
62183,33,43,24,2,10,4,9,7,1
62184,34,43,24,7,4,3,2,0,6
62185,35,43,24,1,5,0,9,6,7
62186,36,43,24,2,2,10,7,3,3
62187,37,43,24,0,2,6,5,8,5
62188,38,43,24,2,2,10,8,6,2
62189,39,43,24,4,9,7,9,8,0
62190,40,43,24,5,3,6,9,4,3
62191,41,43,24,3,9,6,10,8,3
62192,42,43,24,6,1,0,10,7,9
62193,43,43,24,5,0,4,8,2,9
62194,44,43,24,10,8,2,8,2,1
62195,45,43,24,9,9,2,3,5,6
62196,46,43,24,9,7,8,4,7,3
62197,47,43,24,3,7,4,6,7,5
62198,48,43,24,1,3,10,9,7,2
62199,49,43,24,2,3,1,4,4,6
62200,0,44,24,6,2,3,4,9,0
62201,1,44,24,5,7,10,9,10,4
62202,2,44,24,8,2,5,7,7,8
62203,3,44,24,0,10,10,9,8,0
62204,4,44,24,6,0,10,0,6,3
62205,5,44,24,1,2,4,9,3,6
62206,6,44,24,8,4,5,9,10,3
62207,7,44,24,7,1,9,1,0,1
62208,8,44,24,7,8,1,2,9,0
62209,9,44,24,7,6,1,3,5,10
62210,10,44,24,10,2,9,4,2,0
62211,11,44,24,3,3,1,0,10,2
62212,12,44,24,0,10,9,0,10,5
62213,13,44,24,0,3,7,0,0,5
62214,14,44,24,5,1,8,6,0,8
62215,15,44,24,1,10,0,1,8,3
62216,16,44,24,8,9,1,6,1,3
62217,17,44,24,3,9,2,10,10,3
62218,18,44,24,10,1,0,4,4,0
62219,19,44,24,6,9,3,4,4,3
62220,20,44,24,5,3,0,5,8,9
62221,21,44,24,2,9,1,2,2,7
62222,22,44,24,2,1,2,10,1,9
62223,23,44,24,7,0,10,0,6,8
62224,24,44,24,6,10,5,7,4,0
62225,25,44,24,1,0,10,7,4,1
62226,26,44,24,0,0,10,3,7,3
62227,27,44,24,1,8,3,6,8,8
62228,28,44,24,8,4,5,6,9,2
62229,29,44,24,4,2,4,2,8,2
62230,30,44,24,10,2,5,1,0,3
62231,31,44,24,8,4,7,6,6,5
62232,32,44,24,9,10,3,2,6,2
62233,33,44,24,3,8,0,2,9,6
62234,34,44,24,6,8,9,3,10,2
62235,35,44,24,5,5,8,0,9,3
62236,36,44,24,9,5,4,10,3,4
62237,37,44,24,1,9,3,5,4,3
62238,38,44,24,7,5,10,8,2,0
62239,39,44,24,0,8,5,3,3,10
62240,40,44,24,7,0,7,2,8,6
62241,41,44,24,2,3,0,9,3,8
62242,42,44,24,7,7,5,6,0,9
62243,43,44,24,0,10,0,9,5,7
62244,44,44,24,5,4,2,4,9,3
62245,45,44,24,8,0,7,2,9,1
62246,46,44,24,4,10,4,5,4,1
62247,47,44,24,3,4,5,3,10,9
62248,48,44,24,5,9,10,0,8,10
62249,49,44,24,0,2,8,6,6,1
62250,0,45,24,4,10,8,9,9,6
62251,1,45,24,7,2,5,5,1,9
62252,2,45,24,3,4,6,9,2,5
62253,3,45,24,8,5,2,1,4,8
62254,4,45,24,3,2,10,7,6,6
62255,5,45,24,2,5,6,7,0,8
62256,6,45,24,7,4,4,7,4,1
62257,7,45,24,6,6,1,0,7,7
62258,8,45,24,0,7,3,10,1,6
62259,9,45,24,7,1,0,1,2,2
62260,10,45,24,3,8,2,1,10,1
62261,11,45,24,0,9,2,1,6,5
62262,12,45,24,9,2,0,1,0,3
62263,13,45,24,0,9,5,7,1,3
62264,14,45,24,6,7,7,4,5,6
62265,15,45,24,5,2,3,9,7,1
62266,16,45,24,0,9,2,8,6,8
62267,17,45,24,4,2,5,5,7,4
62268,18,45,24,9,0,6,8,7,6
62269,19,45,24,7,10,8,5,10,3
62270,20,45,24,0,10,7,5,4,5
62271,21,45,24,4,8,4,7,0,9
62272,22,45,24,7,8,4,1,1,7
62273,23,45,24,10,6,8,5,0,8
62274,24,45,24,8,1,10,1,9,1
62275,25,45,24,0,8,6,9,2,8
62276,26,45,24,1,2,4,8,0,7
62277,27,45,24,8,0,9,10,6,1
62278,28,45,24,4,2,3,5,1,9
62279,29,45,24,5,9,4,5,0,2
62280,30,45,24,0,9,2,2,2,8
62281,31,45,24,9,1,7,8,2,4
62282,32,45,24,9,1,8,8,4,3
62283,33,45,24,8,5,5,1,1,10
62284,34,45,24,9,0,3,0,3,7
62285,35,45,24,0,5,7,2,7,4
62286,36,45,24,6,6,6,1,1,10
62287,37,45,24,3,9,2,3,7,3
62288,38,45,24,1,6,10,4,4,8
62289,39,45,24,7,1,7,6,5,6
62290,40,45,24,4,9,1,6,7,5
62291,41,45,24,0,7,10,9,6,8
62292,42,45,24,10,8,5,7,1,9
62293,43,45,24,2,3,8,5,4,10
62294,44,45,24,4,1,4,5,10,10
62295,45,45,24,2,10,9,4,10,2
62296,46,45,24,6,0,4,4,10,7
62297,47,45,24,3,2,1,1,5,10
62298,48,45,24,1,6,2,2,9,6
62299,49,45,24,0,5,4,7,9,3
62300,0,46,24,0,0,10,6,3,9
62301,1,46,24,7,9,5,8,6,8
62302,2,46,24,6,8,6,3,0,7
62303,3,46,24,10,7,6,5,1,1
62304,4,46,24,3,0,2,6,1,2
62305,5,46,24,3,6,6,2,4,2
62306,6,46,24,4,3,9,3,5,9
62307,7,46,24,6,10,0,2,10,0
62308,8,46,24,4,3,1,7,10,2
62309,9,46,24,9,2,7,10,3,10
62310,10,46,24,4,5,8,9,0,9
62311,11,46,24,0,6,5,8,4,7
62312,12,46,24,0,0,7,4,9,3
62313,13,46,24,8,9,9,9,9,9
62314,14,46,24,2,10,6,0,3,2
62315,15,46,24,1,0,5,2,3,10
62316,16,46,24,1,2,5,4,3,5
62317,17,46,24,1,9,4,1,3,9
62318,18,46,24,2,5,10,5,9,1
62319,19,46,24,5,9,0,6,4,8
62320,20,46,24,2,8,2,3,3,8
62321,21,46,24,8,3,5,1,8,5
62322,22,46,24,10,10,8,4,9,7
62323,23,46,24,3,0,1,9,6,2
62324,24,46,24,0,8,6,5,3,9
62325,25,46,24,8,4,2,0,9,5
62326,26,46,24,2,9,2,0,2,10
62327,27,46,24,4,7,0,7,8,10
62328,28,46,24,9,10,10,10,9,2
62329,29,46,24,2,5,7,7,5,4
62330,30,46,24,6,5,10,7,2,8
62331,31,46,24,4,9,1,1,5,6
62332,32,46,24,0,7,7,9,2,3
62333,33,46,24,9,3,6,1,3,8
62334,34,46,24,6,6,0,10,10,6
62335,35,46,24,0,4,9,6,8,7
62336,36,46,24,9,8,4,2,10,9
62337,37,46,24,3,5,0,7,7,5
62338,38,46,24,5,6,2,4,1,6
62339,39,46,24,0,7,1,7,5,3
62340,40,46,24,1,6,0,6,4,10
62341,41,46,24,4,5,9,8,7,2
62342,42,46,24,5,1,4,6,2,8
62343,43,46,24,5,3,5,4,8,9
62344,44,46,24,10,9,4,8,3,7
62345,45,46,24,2,1,8,0,6,0
62346,46,46,24,5,0,3,3,2,1
62347,47,46,24,6,6,2,4,9,6
62348,48,46,24,10,1,7,8,3,9
62349,49,46,24,0,5,2,2,4,7
62350,0,47,24,0,10,9,10,3,3
62351,1,47,24,6,6,4,3,10,0
62352,2,47,24,10,1,1,1,6,10
62353,3,47,24,2,7,5,3,4,4
62354,4,47,24,7,5,3,8,2,4
62355,5,47,24,8,9,0,0,7,0
62356,6,47,24,7,9,0,10,2,0
62357,7,47,24,6,0,8,1,3,5
62358,8,47,24,7,5,1,10,6,3
62359,9,47,24,8,6,10,5,4,9
62360,10,47,24,8,3,1,8,6,1
62361,11,47,24,4,5,8,10,5,8
62362,12,47,24,8,1,7,10,3,0
62363,13,47,24,6,7,4,5,9,7
62364,14,47,24,7,8,10,3,10,7
62365,15,47,24,10,8,10,3,6,8
62366,16,47,24,7,2,9,7,4,9
62367,17,47,24,10,6,7,8,6,4
62368,18,47,24,4,6,4,0,9,6
62369,19,47,24,4,10,5,6,1,9
62370,20,47,24,1,5,6,6,5,5
62371,21,47,24,10,1,4,9,7,7
62372,22,47,24,6,2,10,1,4,8
62373,23,47,24,3,7,7,6,4,10
62374,24,47,24,1,2,9,4,0,3
62375,25,47,24,5,1,7,9,7,10
62376,26,47,24,4,3,6,8,2,2
62377,27,47,24,5,7,5,0,9,0
62378,28,47,24,1,7,4,10,3,5
62379,29,47,24,4,10,0,9,4,3
62380,30,47,24,4,7,10,7,4,9
62381,31,47,24,4,5,8,4,1,9
62382,32,47,24,1,1,8,8,8,6
62383,33,47,24,4,0,6,8,1,9
62384,34,47,24,8,7,3,9,7,7
62385,35,47,24,10,10,2,2,10,4
62386,36,47,24,5,7,9,1,10,7
62387,37,47,24,10,6,9,8,2,5
62388,38,47,24,9,10,1,0,2,5
62389,39,47,24,9,6,4,8,7,0
62390,40,47,24,3,6,7,10,10,4
62391,41,47,24,6,10,2,4,9,0
62392,42,47,24,0,1,1,4,9,9
62393,43,47,24,4,0,3,10,2,3
62394,44,47,24,4,10,6,5,4,9
62395,45,47,24,6,4,5,9,0,2
62396,46,47,24,5,3,1,7,4,3
62397,47,47,24,7,1,7,10,4,5
62398,48,47,24,6,2,5,3,1,7
62399,49,47,24,0,3,10,3,7,3
62400,0,48,24,4,5,6,3,9,2
62401,1,48,24,1,2,9,3,3,0
62402,2,48,24,6,0,0,10,0,1
62403,3,48,24,0,4,10,2,3,2
62404,4,48,24,2,4,8,9,4,1
62405,5,48,24,3,9,1,2,3,3
62406,6,48,24,10,5,2,9,6,7
62407,7,48,24,3,1,2,0,4,10
62408,8,48,24,9,0,6,9,5,1
62409,9,48,24,7,4,5,1,9,4
62410,10,48,24,2,6,6,10,7,1
62411,11,48,24,2,0,8,4,7,0
62412,12,48,24,8,10,10,0,2,10
62413,13,48,24,8,1,2,7,1,6
62414,14,48,24,1,9,3,9,8,5
62415,15,48,24,4,8,9,0,3,7
62416,16,48,24,0,0,7,2,4,5
62417,17,48,24,3,3,6,0,10,7
62418,18,48,24,3,9,6,5,5,3
62419,19,48,24,3,2,0,2,2,2
62420,20,48,24,10,4,1,7,3,3
62421,21,48,24,0,0,8,9,3,4
62422,22,48,24,9,6,10,6,6,7
62423,23,48,24,8,8,1,1,0,3
62424,24,48,24,10,0,2,6,0,8
62425,25,48,24,7,4,9,1,6,7
62426,26,48,24,7,6,9,0,8,1
62427,27,48,24,10,8,4,1,5,7
62428,28,48,24,2,2,8,7,1,10
62429,29,48,24,9,5,2,4,0,6
62430,30,48,24,5,0,5,7,1,9
62431,31,48,24,10,10,6,8,0,7
62432,32,48,24,3,9,3,2,3,5
62433,33,48,24,4,3,7,0,5,2
62434,34,48,24,0,10,0,8,8,10
62435,35,48,24,1,2,0,5,6,9
62436,36,48,24,9,3,8,9,3,1
62437,37,48,24,1,4,2,7,8,7
62438,38,48,24,2,5,10,1,8,4
62439,39,48,24,4,6,6,8,1,0
62440,40,48,24,5,4,3,8,8,7
62441,41,48,24,2,6,6,9,1,0
62442,42,48,24,1,0,10,9,8,1
62443,43,48,24,4,0,0,2,10,7
62444,44,48,24,7,7,0,7,3,6
62445,45,48,24,8,7,0,8,6,6
62446,46,48,24,8,5,5,10,2,3
62447,47,48,24,7,6,7,9,9,10
62448,48,48,24,3,0,10,3,5,5
62449,49,48,24,6,3,9,4,5,10
62450,0,49,24,6,7,4,1,9,9
62451,1,49,24,6,8,1,8,10,9
62452,2,49,24,5,4,0,1,2,4
62453,3,49,24,5,7,6,9,1,3
62454,4,49,24,9,3,10,7,0,7
62455,5,49,24,1,7,4,0,8,7
62456,6,49,24,0,9,9,8,5,5
62457,7,49,24,9,3,7,8,7,0
62458,8,49,24,2,1,6,0,0,4
62459,9,49,24,8,10,4,7,6,7
62460,10,49,24,5,1,1,5,7,5
62461,11,49,24,5,3,3,5,8,5
62462,12,49,24,4,9,6,6,1,5
62463,13,49,24,4,10,10,4,10,9
62464,14,49,24,3,1,8,9,0,8
62465,15,49,24,10,7,0,4,10,5
62466,16,49,24,7,10,0,6,1,5
62467,17,49,24,7,2,1,4,6,9
62468,18,49,24,5,4,8,9,6,2
62469,19,49,24,7,8,8,0,10,0
62470,20,49,24,4,7,3,1,0,6
62471,21,49,24,7,2,5,2,9,3
62472,22,49,24,10,5,9,9,10,2
62473,23,49,24,8,1,8,8,10,9
62474,24,49,24,5,1,7,10,7,4
62475,25,49,24,6,4,5,0,5,5
62476,26,49,24,2,9,10,2,0,2
62477,27,49,24,3,9,9,0,0,9
62478,28,49,24,7,0,4,0,8,0
62479,29,49,24,3,7,4,3,2,6
62480,30,49,24,9,4,2,10,0,6
62481,31,49,24,7,9,5,7,8,10
62482,32,49,24,7,4,10,6,7,4
62483,33,49,24,3,5,1,6,5,9
62484,34,49,24,1,6,10,9,1,5
62485,35,49,24,0,1,8,0,6,2
62486,36,49,24,4,9,4,3,7,4
62487,37,49,24,10,9,4,8,3,1
62488,38,49,24,6,3,6,7,1,9
62489,39,49,24,6,10,3,8,5,6
62490,40,49,24,4,7,4,7,3,3
62491,41,49,24,1,1,3,9,10,6
62492,42,49,24,7,0,5,3,0,5
62493,43,49,24,9,5,0,10,10,6
62494,44,49,24,4,0,3,5,2,10
62495,45,49,24,7,10,7,2,1,9
62496,46,49,24,8,4,8,10,4,5
62497,47,49,24,8,4,1,0,1,6
62498,48,49,24,2,4,1,6,0,8
62499,49,49,24,2,10,2,7,2,7
62500,0,0,25,10,1,0,1,10,3
62501,1,0,25,0,6,2,3,0,10
62502,2,0,25,3,8,0,2,5,2
62503,3,0,25,3,10,10,1,8,9
62504,4,0,25,3,2,2,9,10,6
62505,5,0,25,1,9,0,8,9,2
62506,6,0,25,6,6,10,3,7,0
62507,7,0,25,0,6,4,4,4,10
62508,8,0,25,6,7,8,3,5,3
62509,9,0,25,2,0,3,5,5,8
62510,10,0,25,6,5,2,3,7,9
62511,11,0,25,3,10,5,1,8,3
62512,12,0,25,4,6,4,6,4,9
62513,13,0,25,3,3,4,0,10,8
62514,14,0,25,0,6,5,4,1,3
62515,15,0,25,3,5,10,0,6,3
62516,16,0,25,1,8,0,3,3,7
62517,17,0,25,3,9,2,6,3,8
62518,18,0,25,8,10,2,7,1,9
62519,19,0,25,5,5,4,10,3,3
62520,20,0,25,10,10,10,8,9,7
62521,21,0,25,6,10,7,6,1,0
62522,22,0,25,2,3,7,5,8,7
62523,23,0,25,0,1,9,0,2,6
62524,24,0,25,10,4,10,0,9,3
62525,25,0,25,1,6,6,6,10,3
62526,26,0,25,9,1,5,9,7,9
62527,27,0,25,5,8,1,4,5,1
62528,28,0,25,8,7,6,3,5,3
62529,29,0,25,10,3,8,2,5,2
62530,30,0,25,2,6,2,9,5,4
62531,31,0,25,9,6,7,6,9,0
62532,32,0,25,2,4,9,4,1,0
62533,33,0,25,6,4,0,3,8,6
62534,34,0,25,2,7,10,8,10,3
62535,35,0,25,9,4,10,8,6,0
62536,36,0,25,10,7,3,7,3,0
62537,37,0,25,5,6,4,0,3,3
62538,38,0,25,8,9,0,9,0,9
62539,39,0,25,2,5,10,3,4,5
62540,40,0,25,8,3,4,7,2,2
62541,41,0,25,2,1,6,4,5,2
62542,42,0,25,8,4,10,10,0,4
62543,43,0,25,5,6,1,8,3,0
62544,44,0,25,10,5,7,9,0,8
62545,45,0,25,5,4,1,5,5,1
62546,46,0,25,10,5,7,6,0,6
62547,47,0,25,0,0,8,6,3,5
62548,48,0,25,5,2,3,5,0,0
62549,49,0,25,6,6,3,8,3,6
62550,0,1,25,10,5,10,1,2,2
62551,1,1,25,6,5,3,7,4,1
62552,2,1,25,6,4,9,9,4,3
62553,3,1,25,9,9,6,5,2,5
62554,4,1,25,2,1,7,0,2,6
62555,5,1,25,7,7,2,5,1,6
62556,6,1,25,8,10,2,4,4,2
62557,7,1,25,4,3,3,10,3,7
62558,8,1,25,6,1,2,3,7,7
62559,9,1,25,6,5,10,3,5,2
62560,10,1,25,0,1,3,1,7,4
62561,11,1,25,6,5,7,8,5,5
62562,12,1,25,4,2,7,4,8,6
62563,13,1,25,5,2,2,3,7,4
62564,14,1,25,4,7,2,6,5,4
62565,15,1,25,0,3,10,7,8,9
62566,16,1,25,6,0,8,2,10,1
62567,17,1,25,3,7,6,8,0,9
62568,18,1,25,2,4,9,9,5,8
62569,19,1,25,8,5,7,4,9,5
62570,20,1,25,1,6,7,0,2,4
62571,21,1,25,7,0,0,10,6,8
62572,22,1,25,6,1,2,7,4,10
62573,23,1,25,7,7,4,5,9,7
62574,24,1,25,4,9,7,3,10,2
62575,25,1,25,9,7,4,2,6,2
62576,26,1,25,5,5,10,8,3,9
62577,27,1,25,7,2,0,6,10,3
62578,28,1,25,0,6,6,10,1,2
62579,29,1,25,1,4,3,3,4,10
62580,30,1,25,8,4,5,4,5,7
62581,31,1,25,1,10,7,3,0,5
62582,32,1,25,6,9,10,8,8,4
62583,33,1,25,3,0,3,2,7,5
62584,34,1,25,4,2,1,4,0,10
62585,35,1,25,6,9,2,4,3,6
62586,36,1,25,1,4,0,6,6,4
62587,37,1,25,8,8,7,4,5,3
62588,38,1,25,1,5,7,1,2,4
62589,39,1,25,10,9,9,2,1,3
62590,40,1,25,8,5,4,3,3,1
62591,41,1,25,4,7,9,5,1,2
62592,42,1,25,3,1,6,6,6,1
62593,43,1,25,10,8,4,6,2,9
62594,44,1,25,8,9,10,9,0,8
62595,45,1,25,3,8,3,10,5,7
62596,46,1,25,6,7,5,4,5,10
62597,47,1,25,9,9,1,0,7,0
62598,48,1,25,6,1,5,7,4,1
62599,49,1,25,7,3,1,3,6,9
62600,0,2,25,4,1,2,6,6,7
62601,1,2,25,10,6,0,9,0,8
62602,2,2,25,0,9,6,4,3,3
62603,3,2,25,3,8,2,7,3,8
62604,4,2,25,3,5,10,7,10,0
62605,5,2,25,10,3,5,3,5,7
62606,6,2,25,8,3,6,0,2,10
62607,7,2,25,9,3,5,2,8,0
62608,8,2,25,5,4,0,7,5,3
62609,9,2,25,10,0,7,6,3,6
62610,10,2,25,6,1,9,8,5,5
62611,11,2,25,5,3,4,0,5,6
62612,12,2,25,1,7,3,1,9,7
62613,13,2,25,5,3,2,0,2,9
62614,14,2,25,2,3,4,10,6,4
62615,15,2,25,6,8,3,4,4,10
62616,16,2,25,0,1,1,7,6,8
62617,17,2,25,7,3,10,2,3,3
62618,18,2,25,4,1,10,5,1,5
62619,19,2,25,10,4,8,4,4,3
62620,20,2,25,5,4,8,8,6,0
62621,21,2,25,1,2,9,4,3,5
62622,22,2,25,0,1,7,6,1,8
62623,23,2,25,10,7,3,10,3,5
62624,24,2,25,10,6,5,5,0,5
62625,25,2,25,8,8,6,5,9,9
62626,26,2,25,10,8,9,2,2,9
62627,27,2,25,4,3,8,10,2,7
62628,28,2,25,10,0,7,7,6,9
62629,29,2,25,8,6,4,5,6,1
62630,30,2,25,6,6,8,5,2,2
62631,31,2,25,7,8,5,9,6,0
62632,32,2,25,3,9,4,7,5,0
62633,33,2,25,7,0,5,7,8,4
62634,34,2,25,3,9,1,3,2,10
62635,35,2,25,3,10,2,4,5,4
62636,36,2,25,4,4,10,1,1,2
62637,37,2,25,4,10,1,4,5,0
62638,38,2,25,2,1,2,5,6,3
62639,39,2,25,10,2,3,0,10,9
62640,40,2,25,5,10,5,5,8,1
62641,41,2,25,10,3,8,8,9,1
62642,42,2,25,9,0,3,5,1,2
62643,43,2,25,6,9,5,6,9,7
62644,44,2,25,2,9,3,8,0,5
62645,45,2,25,7,9,4,5,5,0
62646,46,2,25,5,8,4,0,6,6
62647,47,2,25,10,4,4,4,0,10
62648,48,2,25,2,5,10,6,4,4
62649,49,2,25,0,1,1,5,3,5
62650,0,3,25,5,7,5,5,8,6
62651,1,3,25,8,2,10,9,4,5
62652,2,3,25,10,4,10,2,5,4
62653,3,3,25,3,1,7,2,6,9
62654,4,3,25,1,8,4,4,10,3
62655,5,3,25,9,9,1,4,10,1
62656,6,3,25,9,9,2,8,3,7
62657,7,3,25,7,10,0,1,7,5
62658,8,3,25,5,5,6,7,7,0
62659,9,3,25,8,4,1,8,4,9
62660,10,3,25,8,9,4,6,9,9
62661,11,3,25,2,4,10,9,8,9
62662,12,3,25,9,7,1,7,9,10
62663,13,3,25,8,1,8,1,0,1
62664,14,3,25,7,0,6,8,5,9
62665,15,3,25,2,7,6,5,4,7
62666,16,3,25,7,2,9,8,4,1
62667,17,3,25,2,9,1,4,4,1
62668,18,3,25,7,8,9,2,6,8
62669,19,3,25,0,0,7,8,3,9
62670,20,3,25,2,9,5,1,0,7
62671,21,3,25,5,3,4,7,5,6
62672,22,3,25,8,2,0,9,9,5
62673,23,3,25,9,1,7,3,10,5
62674,24,3,25,5,0,7,6,4,8
62675,25,3,25,7,1,4,1,2,8
62676,26,3,25,5,1,4,0,6,1
62677,27,3,25,1,3,4,8,1,10
62678,28,3,25,3,3,2,3,6,4
62679,29,3,25,3,4,6,8,9,1
62680,30,3,25,6,5,10,0,5,5
62681,31,3,25,9,2,0,9,3,4
62682,32,3,25,0,9,2,6,7,7
62683,33,3,25,2,5,10,1,5,10
62684,34,3,25,10,4,10,9,10,3
62685,35,3,25,7,8,10,4,10,1
62686,36,3,25,10,7,2,5,5,9
62687,37,3,25,7,2,3,6,10,0
62688,38,3,25,0,6,2,1,0,3
62689,39,3,25,2,3,3,4,7,3
62690,40,3,25,1,5,5,1,8,0
62691,41,3,25,7,4,6,2,2,6
62692,42,3,25,4,5,9,3,4,6
62693,43,3,25,0,8,1,3,0,0
62694,44,3,25,2,8,2,8,10,6
62695,45,3,25,5,9,5,8,3,7
62696,46,3,25,7,2,10,2,4,3
62697,47,3,25,7,8,2,5,7,10
62698,48,3,25,4,8,4,5,6,6
62699,49,3,25,5,1,6,6,8,2
62700,0,4,25,1,2,4,6,9,6
62701,1,4,25,7,7,7,4,9,9
62702,2,4,25,2,8,9,8,5,3
62703,3,4,25,4,8,4,10,4,5
62704,4,4,25,1,8,4,2,6,3
62705,5,4,25,4,10,2,4,9,4
62706,6,4,25,1,6,3,2,7,7
62707,7,4,25,4,9,10,8,4,3
62708,8,4,25,3,2,3,1,8,1
62709,9,4,25,0,9,1,6,1,1
62710,10,4,25,6,10,5,4,5,0
62711,11,4,25,9,2,5,10,1,9
62712,12,4,25,6,2,6,10,8,9
62713,13,4,25,4,8,3,10,1,5
62714,14,4,25,4,3,3,8,7,5
62715,15,4,25,5,4,9,2,9,8
62716,16,4,25,5,5,6,1,10,2
62717,17,4,25,1,5,9,0,9,0
62718,18,4,25,2,2,2,6,4,4
62719,19,4,25,2,2,6,9,7,3
62720,20,4,25,9,1,6,5,0,4
62721,21,4,25,2,1,4,5,4,2
62722,22,4,25,1,8,7,7,8,9
62723,23,4,25,7,2,10,10,6,7
62724,24,4,25,2,5,8,9,2,4
62725,25,4,25,1,10,8,10,6,8
62726,26,4,25,3,0,2,2,5,2
62727,27,4,25,9,10,3,4,7,3
62728,28,4,25,2,2,7,0,4,0
62729,29,4,25,9,7,7,4,4,5
62730,30,4,25,0,2,0,3,3,3
62731,31,4,25,1,7,9,7,10,1
62732,32,4,25,0,8,6,10,8,6
62733,33,4,25,2,7,10,3,4,10
62734,34,4,25,9,9,3,1,9,6
62735,35,4,25,8,7,0,8,7,0
62736,36,4,25,0,9,9,0,1,2
62737,37,4,25,7,8,7,5,2,1
62738,38,4,25,6,6,4,10,6,9
62739,39,4,25,3,1,0,3,4,5
62740,40,4,25,1,8,7,6,6,10
62741,41,4,25,9,0,0,8,5,6
62742,42,4,25,9,1,8,6,4,8
62743,43,4,25,6,3,1,5,1,3
62744,44,4,25,4,2,4,1,4,10
62745,45,4,25,4,6,9,1,8,9
62746,46,4,25,7,3,3,7,8,8
62747,47,4,25,6,4,9,1,1,8
62748,48,4,25,9,5,0,0,6,0
62749,49,4,25,4,5,1,9,0,0
62750,0,5,25,8,10,0,2,0,0
62751,1,5,25,9,1,2,0,0,3
62752,2,5,25,3,7,10,3,1,6
62753,3,5,25,1,5,5,6,8,3
62754,4,5,25,3,10,8,5,5,5
62755,5,5,25,6,6,7,3,8,9
62756,6,5,25,8,8,8,3,1,4
62757,7,5,25,10,1,0,7,5,6
62758,8,5,25,1,7,1,7,9,2
62759,9,5,25,7,0,9,5,0,2
62760,10,5,25,10,3,7,6,9,5
62761,11,5,25,6,10,4,7,4,5
62762,12,5,25,5,10,4,5,7,10
62763,13,5,25,9,9,0,0,1,6
62764,14,5,25,8,4,1,8,3,4
62765,15,5,25,2,5,6,2,6,2
62766,16,5,25,5,9,5,10,9,3
62767,17,5,25,3,10,4,7,9,5
62768,18,5,25,3,8,6,9,2,8
62769,19,5,25,5,7,1,2,5,4
62770,20,5,25,3,1,6,2,0,0
62771,21,5,25,7,9,7,4,2,0
62772,22,5,25,2,9,4,5,5,10
62773,23,5,25,8,6,0,9,9,8
62774,24,5,25,0,1,1,1,2,5
62775,25,5,25,1,6,10,0,8,6
62776,26,5,25,0,9,7,8,1,3
62777,27,5,25,5,7,8,1,2,5
62778,28,5,25,5,6,2,5,8,0
62779,29,5,25,10,10,2,4,1,0
62780,30,5,25,3,4,2,5,4,0
62781,31,5,25,4,3,5,2,9,0
62782,32,5,25,0,3,3,1,6,6
62783,33,5,25,6,7,2,4,1,5
62784,34,5,25,4,3,0,0,5,9
62785,35,5,25,1,4,7,5,7,9
62786,36,5,25,4,0,6,1,6,6
62787,37,5,25,0,2,0,0,9,8
62788,38,5,25,1,6,7,5,0,0
62789,39,5,25,5,2,4,8,0,8
62790,40,5,25,5,8,6,10,8,10
62791,41,5,25,7,10,2,6,10,4
62792,42,5,25,4,4,10,1,10,9
62793,43,5,25,5,4,1,2,3,2
62794,44,5,25,0,0,8,9,10,4
62795,45,5,25,5,1,8,4,8,4
62796,46,5,25,0,9,10,5,5,0
62797,47,5,25,5,3,4,9,8,5
62798,48,5,25,1,3,9,3,10,2
62799,49,5,25,10,6,5,8,1,3
62800,0,6,25,1,9,9,0,8,6
62801,1,6,25,0,7,7,2,7,0
62802,2,6,25,10,4,8,4,8,9
62803,3,6,25,9,5,1,3,6,0
62804,4,6,25,5,5,2,1,8,3
62805,5,6,25,3,5,9,4,1,2
62806,6,6,25,3,6,2,8,9,3
62807,7,6,25,0,5,7,3,6,7
62808,8,6,25,6,10,1,4,7,8
62809,9,6,25,0,8,5,4,3,5
62810,10,6,25,4,3,4,0,7,8
62811,11,6,25,3,4,6,4,3,1
62812,12,6,25,3,6,4,6,9,3
62813,13,6,25,6,3,2,4,1,1
62814,14,6,25,8,6,7,3,9,0
62815,15,6,25,5,3,7,8,8,5
62816,16,6,25,7,0,6,6,4,9
62817,17,6,25,5,0,5,6,8,7
62818,18,6,25,1,7,0,2,10,5
62819,19,6,25,7,5,7,1,6,7
62820,20,6,25,6,5,7,10,1,9
62821,21,6,25,4,10,9,10,7,7
62822,22,6,25,6,8,5,6,4,6
62823,23,6,25,6,1,10,10,5,3
62824,24,6,25,2,1,7,2,8,2
62825,25,6,25,3,0,8,10,10,4
62826,26,6,25,8,4,0,8,4,0
62827,27,6,25,6,1,0,10,6,6
62828,28,6,25,10,5,4,0,2,6
62829,29,6,25,8,4,0,8,1,6
62830,30,6,25,1,1,3,5,1,5
62831,31,6,25,8,7,10,10,9,4
62832,32,6,25,10,9,7,3,5,3
62833,33,6,25,3,1,9,5,0,4
62834,34,6,25,6,4,5,2,3,3
62835,35,6,25,2,4,0,9,1,0
